Country of Registration,Event,Event Start Date,Event End Date,Name of vessel,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,LOA,Tonnage GT,Power of main engine,MMSIstr
ESP,MOD,2022-06-29,2022-10-30,AZUL CELESTE,FX,OTB,NO,18.2,36.58,161.76,224032170
ESP,MOD,2022-10-31,2023-06-12,AZUL CELESTE,FX,OTB,NO,18.2,36.58,161.76,224032170
ESP,DES,2023-06-13,2023-06-13,AZUL CELESTE,FX,OTB,NO,18.2,36.58,161.76,224032170
ESP,CST,2002-01-30,2002-12-31,HERMANOS GOMEZ MARTIN,FX,OTB,NK,21.15,39.52,241.18,224048930
ESP,MOD,2003-01-01,2021-07-01,HERMANOS GOMEZ MARTIN,FX,OTB,NK,21.15,39.52,241.18,224048930
ESP,MOD,2021-07-02,2023-07-26,HERMANOS GOMEZ MARTIN,FX,OTB,NK,21.15,39.52,241.18,224048930
ESP,MOD,2023-07-27,2100-12-31,DIANA ORTA,FX,OTB,NK,21.15,39.52,241.18,224048930
ESP,CST,2002-02-05,2002-12-31,ENSENADA DE BUEU,FX,OTB,NK,24.0,145.0,202.26,224050530
ESP,MOD,2003-01-01,2017-01-10,ENSENADA DE BUEU,FX,OTB,NK,24.0,145.0,202.26,224050530
ESP,MOD,2017-01-11,2100-12-31,ENSENADA DE BUEU,FX,OTB,NK,24.0,145.0,383.09,224050530
ESP,CST,2002-02-08,2002-12-31,GERMANS CURTO COMI,FX,OTB,NO,19.4,31.61,55.15,224027160
ESP,MOD,2003-01-01,2019-01-13,GERMANS CURTO COMI,FX,OTB,NO,19.4,31.61,55.15,224027160
ESP,MOD,2019-01-14,2025-02-10,GERMANS CURTO COMI,FX,OTB,NO,19.4,31.61,55.15,224027160
ESP,MOD,2025-02-11,2100-12-31,GERMANS CURTO COMI,FX,OTB,NO,19.4,31.61,55.15,224027160
ESP,CST,2002-02-13,2002-12-31,MUSON PRIMERO,FX,OTB,NK,22.04,48.62,143.4,224048860
ESP,MOD,2003-01-01,2005-03-13,MUSON PRIMERO,FX,OTB,NK,22.04,48.62,143.4,224048860
ESP,MOD,2005-03-14,2022-07-10,MUSON PRIMERO,FX,OTB,NK,22.04,48.62,143.4,224048860
ESP,MOD,2022-07-11,2022-08-17,MUSON PRIMERO,FX,OTB,NK,22.04,48.62,143.4,224048860
ESP,MOD,2022-08-18,2100-12-31,MUSON PRIMERO,FX,OTB,NK,22.04,48.62,143.4,224048860
ESP,CST,2002-02-15,2002-12-31,HERMANOS SOAGE,FX,OTB,NO,26.5,197.8,213.29,224051590
ESP,MOD,2003-01-01,2017-06-14,HERMANOS SOAGE,FX,OTB,NO,26.5,197.8,213.29,224051590
ESP,MOD,2017-06-15,2020-01-07,HERMANOS SOAGE,FX,OTB,NO,26.5,197.8,436.03,224051590
ESP,MOD,2020-01-08,2020-02-04,HERMANOS SOAGE,FX,OTB,NO,26.5,197.8,436.03,224051590
ESP,MOD,2020-02-05,2100-12-31,HERMANOS SOAGE,FX,OTB,NO,26.5,197.8,436.03,224051590
ESP,CST,2002-02-20,2002-12-31,JUAN LOPEZ,FX,OTB,NK,19.09,40.63,125.0,224047390
ESP,MOD,2003-01-01,2100-12-31,JUAN LOPEZ,FX,OTB,NK,19.09,40.63,125.0,224047390
ESP,MOD,2016-06-20,2016-12-29,MI NUEVA LOLA,FX,OTB,NK,15.25,12.93,94.14,224040160
ESP,CST,2002-03-08,2002-06-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2002-07-01,2002-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2003-01-01,2004-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2005-01-01,2005-09-22,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2005-09-23,2005-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2006-01-01,2008-01-20,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2008-01-21,2008-03-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2008-04-01,2008-05-29,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2008-05-30,2008-08-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2008-09-01,2008-10-19,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2008-10-20,2009-03-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2009-04-01,2009-06-14,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2009-06-15,2009-09-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2009-10-01,2009-10-20,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2009-10-21,2009-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-01-01,2010-04-15,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-04-16,2010-06-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-07-01,2010-09-21,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-09-22,2010-09-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-10-01,2010-11-17,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2010-11-18,2011-06-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2011-07-01,2011-07-20,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2011-07-21,2011-09-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2011-10-01,2011-11-14,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2011-11-15,2012-06-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2012-07-01,2012-07-04,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2012-07-05,2012-07-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2012-08-01,2012-08-29,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2012-08-30,2012-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2013-01-01,2013-01-27,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2013-01-28,2014-04-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2014-05-01,2014-06-17,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2014-06-18,2014-08-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2014-09-01,2014-09-08,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2014-09-09,2014-12-15,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2014-12-16,2015-01-14,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2015-01-15,2015-04-06,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2015-04-07,2015-04-13,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2015-04-14,2018-08-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2018-09-01,2018-09-03,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2018-09-04,2019-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2020-01-01,2020-01-28,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2020-01-29,2020-10-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2020-11-01,2020-11-02,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2020-11-03,2025-09-30,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2025-10-01,2025-10-09,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,MOD,2025-10-10,2100-12-31,GOBER TERCERO,FX,OTB,PTB,29.0,198.86,316.18,224013270
ESP,CST,2002-03-13,2002-12-31,SEGUNDO BLANCA PRIETO,FX,OTB,NK,21.05,35.17,127.2,224047340
ESP,MOD,2003-01-01,2012-05-15,SEGUNDO BLANCA PRIETO,FX,OTB,NK,21.05,35.17,127.2,224047340
ESP,MOD,2012-05-16,2014-05-29,SEGUNDO BLANCA PRIETO,FX,OTB,NK,21.05,35.17,127.2,224047340
ESP,MOD,2014-05-30,2100-12-31,SEGUNDO BLANCA PRIETO,FX,OTB,NK,21.05,35.17,127.2,224047340
ESP,MOD,2002-03-26,2002-12-31,FARO DE ONS,FX,OTB,NO,27.9,233.0,213.29,224051950
ESP,MOD,2003-01-01,2005-11-21,FARO DE ONS,FX,OTB,NO,27.9,233.0,213.29,224051950
ESP,MOD,2005-11-22,2006-05-04,FARO DE ONS,FX,OTB,NO,27.9,233.0,213.29,224051950
ESP,MOD,2006-05-05,2011-10-02,FARO DE ONS,FX,OTB,NO,27.9,233.0,213.29,224051950
ESP,MOD,2011-10-03,2019-01-15,FARO DE ONS,FX,OTB,NO,27.9,233.0,213.29,224051950
ESP,MOD,2019-01-16,2100-12-31,FARO DE ONS,FX,OTB,NO,27.9,233.0,313.0,224051950
ESP,CST,2002-04-04,2002-12-31,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,MOD,2003-01-01,2010-09-21,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,MOD,2010-09-22,2022-09-06,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,MOD,2022-09-07,2022-11-22,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,MOD,2022-11-23,2023-02-20,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,MOD,2023-02-21,2100-12-31,CAP VERMELL,FX,OTB,NO,21.01,66.81,177.9,224056740
ESP,CST,2002-04-04,2002-04-04,AGUIMAR SEGUNDO,FX,OTB,NK,26.23,82.29,258.82,224050240
ESP,MOD,2002-04-05,2002-12-31,AGUIMAR SEGUNDO,FX,OTB,NK,26.23,82.29,258.82,224050240
ESP,MOD,2003-01-01,2010-02-10,AGUIMAR SEGUNDO,FX,OTB,NK,26.23,82.29,258.82,224050240
ESP,CST,2002-04-16,2002-12-31,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2003-01-01,2005-04-06,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2005-04-07,2015-10-08,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2015-10-09,2015-10-21,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2015-10-22,2022-06-05,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2022-06-06,2022-08-23,MARIA Y ALICIA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2022-08-24,2022-09-11,Mª CARMEN Y ANDREA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2022-09-12,2025-09-07,Mª CARMEN Y ANDREA,FX,OTB,NK,21.23,36.72,169.12,224046660
ESP,MOD,2025-09-08,2100-12-31,KEVIN Y MARIELA,FX,OTB,NO,21.23,36.72,169.12,224046660
ESP,CST,2002-04-24,2002-12-31,RINCHADOR,FX,OTB,NK,28.0,214.02,763.45,224052340
ESP,MOD,2003-01-01,2100-12-31,RINCHADOR,FX,OTB,NK,28.0,214.02,763.45,224052340
ESP,CST,2002-04-24,2002-12-31,BOTEIRA PRIMERO,FX,OTB,NK,28.0,222.12,220.59,224041240
ESP,MOD,2003-01-01,2100-12-31,BOTEIRA PRIMERO,FX,OTB,NK,28.0,222.12,220.59,224041240
ESP,CST,2002-05-07,2002-12-31,SEGUNDA MI TERESA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2003-01-01,2010-10-13,SEGUNDA MI TERESA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2010-10-14,2010-12-14,SEGUNDA MI TERESA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2010-12-15,2013-10-15,SEGUNDA MI TERESA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2013-10-16,2014-03-09,SEGUNDA MI TERESA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2014-03-10,2017-01-29,FLORINO Y CAELA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2017-01-30,2021-05-06,FLORINO Y CAELA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,MOD,2021-05-07,2100-12-31,FLORINO Y CAELA,FX,OTB,NK,23.32,61.88,153.68,224042650
ESP,CST,2002-05-13,2002-12-31,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2003-01-01,2005-02-02,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2005-02-03,2011-12-14,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2011-12-15,2012-08-12,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2012-08-13,2012-11-26,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2012-11-27,2013-01-20,COSTA DEL MARESME,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,MOD,2013-01-21,2100-12-31,GASPAR Y RAFAELA,FX,OTB,NK,20.92,43.52,129.4,224055940
ESP,CST,2002-05-23,2002-12-31,ROCIO Y ANA,FX,OTB,NK,17.25,27.43,77.21,224049550
ESP,MOD,2003-01-01,2006-04-04,ROCIO Y ANA,FX,OTB,NK,17.25,27.43,77.21,224049550
ESP,MOD,2006-04-05,2100-12-31,ROCIO Y ANA,FX,OTB,NK,17.25,27.43,77.21,224049550
ESP,CST,2002-05-23,2002-12-31,NOU RECALDE,FX,OTB,NK,26.15,80.74,294.12,224050230
ESP,MOD,2003-01-01,2009-09-16,NOU RECALDE,FX,OTB,NK,26.15,80.74,294.12,224050230
ESP,CST,2002-05-30,2002-12-31,ANGELES Y ANTONIO,FX,OTB,NK,25.05,84.38,242.71,224051190
ESP,MOD,2003-01-01,2005-03-29,ANGELES Y ANTONIO,FX,OTB,NK,25.05,84.38,242.71,224051190
ESP,MOD,2005-03-30,2100-12-31,ANGELES Y ANTONIO,FX,OTB,NK,25.05,84.38,242.71,224051190
ESP,CST,2002-05-30,2002-12-31,JOSEP JAN DOS,FX,OTB,NO,23.0,63.0,223.53,224026230
ESP,MOD,2003-01-01,2100-12-31,JOSEP JAN DOS,FX,OTB,NO,23.0,63.0,223.53,224026230
ESP,CST,2002-06-10,2002-12-31,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,239.04,224049640
ESP,MOD,2003-01-01,2005-03-31,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,239.04,224049640
ESP,MOD,2005-04-01,2018-02-05,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,239.04,224049640
ESP,MOD,2018-02-06,2018-09-13,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,239.04,224049640
ESP,MOD,2018-09-14,2020-09-06,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,238.97,224049640
ESP,MOD,2020-09-07,2021-05-24,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,238.97,224049640
ESP,MOD,2021-05-25,2021-09-27,MIQUEL DE PANCHILLA,FX,OTB,NK,19.98,44.51,238.97,224049640
ESP,MOD,2021-09-28,2023-09-12,MASES I ROSELLO,FX,OTB,NK,19.98,44.51,238.97,224049640
ESP,MOD,2023-09-13,2100-12-31,MASES I CELIA,FX,OTB,NK,19.98,44.51,238.97,224049640
ESP,CST,2002-06-13,2002-12-31,ANDALUCIA SEGUNDO,FX,OTB,NK,16.8,28.66,95.61,224049570
ESP,MOD,2003-01-01,2019-09-24,ANDALUCIA SEGUNDO,FX,OTB,NK,16.8,28.66,95.61,224049570
ESP,RET,2019-09-25,2019-09-25,ANDALUCIA SEGUNDO,FX,OTB,NK,16.8,28.66,95.61,224049570
ESP,CST,2002-06-14,2002-12-31,COMORTIZ,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2003-01-01,2004-06-10,COMORTIZ,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2004-06-11,2011-11-21,COMORTIZ,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2011-11-22,2012-01-23,COMORTIZ,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2012-01-24,2012-02-06,COMORTIZ,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2012-02-07,2012-02-07,NUEVO TOMAS Y CARMEN,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2012-02-08,2020-11-04,NUEVO TOMAS Y CARMEN,FX,OTB,NK,25.09,120.36,330.97,224051690
ESP,MOD,2020-11-05,2100-12-31,NUEVO TOMAS Y CARMEN,FX,OTB,NK,25.09,120.36,367.75,224051690
ESP,CST,2002-06-17,2002-12-31,ANA Y RAFAEL,FX,OTB,NK,21.14,31.77,132.35,224050480
ESP,MOD,2003-01-01,2008-11-24,ANA Y RAFAEL,FX,OTB,NK,21.14,31.77,132.35,224050480
ESP,MOD,2008-11-25,2100-12-31,ANA Y RAFAEL,FX,OTB,NK,21.14,31.77,132.35,224050480
ESP,CST,2002-06-21,2002-12-31,AUFIMAR,FX,OTB,NK,23.37,70.04,323.53,224043770
ESP,MOD,2003-01-01,2100-12-31,AUFIMAR,FX,OTB,NK,23.37,70.04,323.53,224043770
ESP,CST,2002-07-01,2002-12-31,SANPER,FX,OTB,NK,25.0,175.0,242.65,224056130
ESP,MOD,2003-01-01,2100-12-31,SANPER,FX,OTB,NK,25.0,175.0,242.65,224056130
ESP,CST,2002-07-11,2002-12-31,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,MOD,2003-01-01,2005-02-02,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,MOD,2005-02-03,2006-11-23,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,MOD,2006-11-24,2007-05-02,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,MOD,2007-05-03,2008-02-18,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,MOD,2008-02-19,2100-12-31,BRISA DEL MAR,FX,OTB,NK,21.1,43.52,129.4,224066550
ESP,CST,2002-07-17,2002-12-31,VALLDEMOSA PRIMERO,FX,OTB,NK,21.28,47.65,120.62,224013620
ESP,MOD,2003-01-01,2015-12-14,VALLDEMOSA PRIMERO,FX,OTB,NK,21.28,47.65,120.62,224013620
ESP,MOD,2015-12-15,2016-02-02,VALLDEMOSA PRIMERO,FX,OTB,NK,21.28,47.65,120.62,224013620
ESP,MOD,2016-02-03,2020-03-20,VALLDEMOSA PRIMERO,FX,OTB,NK,21.28,47.65,120.62,224013620
ESP,MOD,2020-03-21,2100-12-31,VALLDEMOSA PRIMERO,FX,OTB,NK,21.28,51.21,167.65,224013620
ESP,CST,2002-07-17,2002-12-31,NUEVO TELOAN,FX,OTB,NK,22.96,107.02,202.21,224062360
ESP,MOD,2003-01-01,2018-05-30,NUEVO TELOAN,FX,OTB,NK,22.96,107.02,202.21,224062360
ESP,MOD,2018-05-31,2100-12-31,NUEVO TELOAN,FX,OTB,NK,22.96,107.02,202.21,224062360
ESP,CST,2002-07-23,2002-12-31,VIRGEN MILAGRO R,FX,OTB,PTB,32.53,273.0,397.06,224148000
ESP,MOD,2003-01-01,2100-12-31,VIRGEN MILAGRO R,FX,OTB,PTB,32.53,273.0,397.06,224148000
ESP,CST,2002-07-25,2002-12-31,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2003-01-01,2022-04-20,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2022-04-21,2022-07-12,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2022-07-13,2022-09-21,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2022-09-22,2023-03-08,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2023-03-09,2023-10-02,NUEVO TIO PACO,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2023-10-03,2024-12-12,NUEVO ROSAMAR,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,MOD,2024-12-13,2100-12-31,NUEVO ROSAMAR,FX,OTB,NK,18.38,37.84,198.53,224053280
ESP,CST,2002-07-31,2002-12-31,HERNANDEZ AGUADO,FX,OTB,NK,24.94,71.06,153.7,224064450
ESP,MOD,2003-01-01,2007-12-17,HERNANDEZ AGUADO,FX,OTB,NK,24.94,71.06,153.7,224064450
ESP,MOD,2007-12-18,2100-12-31,HERNANDEZ AGUADO,FX,OTB,NK,24.94,71.06,153.7,224064450
ESP,CST,2002-08-06,2002-12-31,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.13,224052980
ESP,MOD,2003-01-01,2013-05-22,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.13,224052980
ESP,MOD,2013-05-23,2013-12-12,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.13,224052980
ESP,MOD,2013-12-13,2017-01-08,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.13,224052980
ESP,MOD,2017-01-09,2017-02-28,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.0,224052980
ESP,MOD,2017-03-01,2024-04-03,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.0,224052980
ESP,MOD,2024-04-04,2100-12-31,NEPTUNO DIOS MAR,FX,OTB,NK,18.2,34.0,158.0,224052980
ESP,CST,2002-08-06,2002-12-31,MONTDUVER,FX,OTB,NK,23.95,86.12,224.3,224049270
ESP,MOD,2003-01-01,2009-09-01,MONTDUVER,FX,OTB,NK,23.95,86.12,224.3,224049270
ESP,MOD,2009-09-02,2009-09-27,MONTDUVER,FX,OTB,NK,23.95,86.12,224.3,224049270
ESP,MOD,2009-09-28,2009-11-29,MONTDUVER,FX,OTB,NK,23.95,86.12,224.3,224049270
ESP,MOD,2009-11-30,2100-12-31,MONTDUVER,FX,OTB,NK,23.95,86.12,224.3,224049270
ESP,CST,2002-08-13,2002-12-31,BAHIA MARBELLA,FX,OTB,NK,21.2,28.33,88.24,224063670
ESP,MOD,2003-01-01,2012-06-25,BAHIA MARBELLA,FX,OTB,NK,21.2,28.33,88.24,224063670
ESP,MOD,2012-06-26,2012-09-20,BAHIA MARBELLA,FX,OTB,NK,21.2,28.33,88.24,224063670
ESP,MOD,2012-09-21,2100-12-31,BAHIA MARBELLA,FX,OTB,NK,21.2,28.33,88.24,224063670
ESP,CST,2002-08-21,2002-12-31,COSTA DO CABO,FX,OTB,PTB,60.0,1276.0,1433.82,224967000
ESP,MOD,2003-01-01,2005-05-10,COSTA DO CABO,FX,OTB,PTB,60.0,1276.0,1433.82,224967000
ESP,MOD,2005-05-11,2017-02-07,COSTA DO CABO,FX,OTB,PTB,60.0,1276.0,1433.82,224967000
ESP,MOD,2017-02-08,2022-03-22,COSTA DO CABO,FX,OTB,PTB,60.0,1276.0,1433.82,224967000
ESP,MOD,2022-03-23,2100-12-31,COSTA DO CABO,FX,OTB,PTB,60.0,1276.0,1433.82,224967000
ESP,CST,2002-08-22,2002-12-31,QUATRE ESTELS,FX,OTB,NK,24.95,117.93,269.9,224066970
ESP,MOD,2003-01-01,2003-03-03,QUATRE ESTELS,FX,OTB,NK,24.95,117.93,269.9,224066970
ESP,MOD,2003-03-04,2100-12-31,QUATRE ESTELS,FX,OTB,NK,24.95,117.93,269.9,224066970
ESP,CST,2002-08-30,2002-12-31,QUIQUET,FX,OTB,NK,23.0,70.27,301.47,224054990
ESP,MOD,2003-01-01,2100-12-31,QUIQUET,FX,OTB,NK,23.0,70.27,301.47,224054990
ESP,CST,2002-09-06,2002-12-31,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2003-01-01,2011-06-13,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2011-06-14,2011-07-26,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2011-07-27,2017-05-29,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2017-05-30,2017-09-04,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2017-09-05,2019-03-10,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2019-03-11,2019-10-08,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2019-10-09,2021-02-18,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,210.35,224048340
ESP,MOD,2021-02-19,2021-09-27,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2021-09-28,2022-05-18,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2022-05-19,2023-11-29,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2023-11-30,2024-01-24,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2024-01-25,2024-02-22,NUEVO FRAY ESCOBA,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2024-02-23,2024-05-08,MAR DE LUZ,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2024-05-09,2024-06-23,MAR DE LUZ,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,MOD,2024-06-24,2100-12-31,MAR DE LUZ,FX,OTB,NO,19.5,49.32,129.0,224048340
ESP,CST,2002-09-06,2002-12-31,L'OSTIA,FX,OTB,NK,25.04,108.98,312.59,224066460
ESP,MOD,2003-01-01,2100-12-31,L'OSTIA,FX,OTB,NK,25.04,108.98,312.59,224066460
ESP,CST,2002-09-18,2002-12-31,MASJID,FX,OTB,NK,17.6,31.65,147.1,224065430
ESP,MOD,2003-01-01,2012-09-05,MASJID,FX,OTB,NK,17.6,31.65,147.1,224065430
ESP,MOD,2012-09-06,2014-02-19,MASJID,FX,OTB,NK,17.6,31.65,117.65,224065430
